,Unnamed: 0,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
21853,21853,811167.2132,1581011.118,821506.5519,1579597.013,1041,9627.952756,41.0,571735.0714,3615859.012,6674.212598,Slickwater Only,59.38282893,375.5584498,234.828116,13944.75784,88191.68322,0.15811874,6.3243610420000005,2.0,110756,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,28.0,816759.5493,1580441.365,821506.8684,1579599.377,145.2500225
21854,21854,811719.5371,1582676.507,821671.1467,1580556.03,1041,9391.732283,40.0,580997.8571,2604511.903,6968.503937,Slickwater Only,61.86269366,277.31964930000004,234.7933071,14524.946430000002,65112.79758,0.2230736039999999,4.482825317,2.0,116303,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,29.0,816980.5096,1581393.3,821672.0029,1580555.845,156.3928813
21855,21855,798960.7268,1518559.575,809124.2595,1517155.909,1041,9191.929134,48.0,1122527.143,4569865.707,7246.062992,Slickwater Only,122.1209527,497.1606766,191.4985236,23385.98214,95205.53557,0.24563679,4.07105141,2.0,104386,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,51.0,804398.0048,1517840.8080000002,809124.52,1517156.535,78.81628204
21856,21856,811726.2704,1582716.631,821806.2139,1581316.9640000002,1041,9391.732283,39.0,574053.5714,2454270.38,6953.740156999999,Slickwater Only,61.12328952,261.3224383,240.8136483,14719.32234,62930.00974,0.23389989,4.275333352,2.0,116303,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,27.0,817102.5564,1582162.4009999998,821804.5377,1581317.279,167.28574019999996
21857,21857,811923.3087,1584571.743,821972.0084,1582348.747,1041,9393.700787,40.0,649968.5714,2402081.872,6961.614173000001,Slickwater Only,69.19196024,255.7119847,234.8425197,16249.21429,60052.04679,0.27058552,3.695689265,2.0,110516,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,19.0,817338.368,1583171.756,821970.8636,1582349.773,67.77382001
21858,21858,811894.6146,1584576.56,822128.9101,1583261.468,1041,9629.92126,41.0,665236.3571,2303145.356,6986.220472,Slickwater Only,69.08014502,239.165544,234.87612830000003,16225.277,56174.27699,0.2888381989999999,3.462145945,2.0,110516,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,24.0,817321.1169,1584094.4630000002,822127.9598,1583259.515,67.51191521
21859,21859,788125.3197,1487417.035,796574.5471,1486102.86,1262,5885.826771999999,22.0,330202.6429,2629699.407,7350.393701000001,Slickwater Linear Hybrid,56.10131859,446.7850497,267.5375805,15009.21104,119531.7912,0.1255666869999999,7.963895697999999,1.0,102034,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,150.0,792879.7045,1486691.0469999998,796573.8421,1486102.965,55.23413553
21866,21866,812514.8274,1588182.194,822580.1086,1585904.5569999998,1041,9392.716535,40.0,551399.0714,2577433.399,6947.834645999999,Slickwater Only,58.70496244,274.40766360000003,234.8179134,13784.97679,64435.83497,0.213933393,4.674352084,2.0,102147,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,25.0,817882.5164,1586731.898,822582.7421,1585904.898,101.2297776
21869,21869,814956.2897,1558912.009,806869.6579,1560212.792,1041,7581.692913,39.0,930960.7143,3825648.592,6641.732282999999,Slickwater Only,122.7906122,504.5902855000001,194.4023824,23870.78755,98093.55364,0.243347158,4.109355565,1.5,103655,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,214.0,810529.7012,1559663.0769999998,806867.8534,1560213.657,58.39286618
21870,21870,814986.5114,1558894.2680000002,806942.7994,1560540.093,1041,7619.094488,39.0,789979.9286,3377838.023,6937.992126,Slickwater Only,103.6842278,443.3385133000001,195.3613971,20255.8956,86611.23135,0.233871465,4.275852969,1.5,103655,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,44.0,810706.7537,1559940.931,806942.2881,1560541.784,72.34524929
21871,21871,814814.1566,1557774.668,806698.7897,1559565.468,1041,7619.094488,39.0,931972.2857,3802693.089,6653.543307,Slickwater Only,122.32061000000002,499.1003976,195.3613971,23896.72527,97504.95099,0.245082173,4.080264131,1.5,116193,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,111.0,810405.3899,1558978.154,806697.3347,1559563.752,78.29763117
21872,21872,854340.5906,1429816.832,844272.3476,1431080.519,1145,9391.732283,32.0,767752.5,3505046.542,8402.559055,Slickwater Crosslink Hybrid,81.74769859999999,373.20554260000006,293.49163389999995,23992.26563,109532.7045,0.219042027,4.565333936,2.0,115143,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,25.0,848841.7939,1430333.499,844271.7012,1431081.374,263.64289790000004
21873,21873,854345.6326,1429847.659,844279.4397,1431304.148,1145,9670.275591,33.0,788611.4286,3795702.587,8113.188976,Slickwater Crosslink Hybrid,81.55004696,392.512349,293.0386543,23897.31602,115021.2905,0.207764284,4.813146817,2.0,115143,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,29.0,848925.7552,1430588.513,844278.5421,1431306.951,112.95239840000002
21874,21874,854350.1705,1429875.4019999998,844300.858,1431344.969,1145,9687.007874,33.0,771805.5714,3785395.086,8705.708661,Slickwater Crosslink Hybrid,79.6743,390.7703116,293.5456932,23388.04762,114708.942,0.203890361,4.904596735,2.0,115143,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,26.0,849016.1072,1430569.5380000002,844301.7021,1431345.497,127.2976387
21875,21875,855588.5293,1429289.888,862476.9618,1428413.254,1145,6438.976378,22.0,533544.0,2896888.4480000003,8148.622047,Slickwater Linear Hybrid,82.86161785,449.8989091,292.6807445,24252.0,131676.7477,0.184178304,5.42952118,1.5,114060,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,31.0,859315.507,1428852.471,862476.3705,1428414.852,180.04764690000002
21876,21876,855593.0667,1429317.63,862469.9048,1428370.1069999998,1145,6687.992126,23.0,565868.6429,2957028.458,8739.173228,Slickwater Linear Hybrid,84.6096455,442.139943,290.7822663,24602.98447,128566.4547,0.1913639489999999,5.22564467,1.5,114060,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,29.0,859379.6254,1428790.489,862469.2215,1428371.194,277.9167097
21883,21883,862479.4517,1481406.864,852302.9214,1482688.0380000002,1298,9410.433071,48.0,1071941.143,4513368.198,7737.204723999999,Slickwater Only,113.9098631,479.61322980000006,196.050689,22332.10714,94028.50414,0.237503588,4.2104627,2.0,116583,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,191.0,857055.1238,1481957.7230000002,852301.5879,1482688.084,83.58334627
21884,21884,862485.0490000001,1481440.765,852531.1558,1482998.71,1298,9310.03937,46.0,1090151.071,3886472.816,8037.401575,Slickwater Only,117.0941419,417.449665,202.3921602,23698.93634,84488.53947,0.280498828,3.565077279,2.0,116583,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,78.0,857112.2277,1482280.246,852529.5293,1482999.1630000002,288.80440980000003
21885,21885,862494.2348,1481474.074,852409.7828,1483357.604,1298,9218.503937,48.0,1132533.0,4880764.755,7728.346457,Slickwater Only,122.8543165,529.4530206999999,192.0521654,23594.4375,101682.5991,0.232040071,4.309600476,2.0,116583,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,104.0,857150.9898,1482608.216,852412.9095,1483355.836,140.1190693
21888,21888,822642.0134,1429315.017,832291.7453,1427814.2969999998,1145,9096.456693,31.0,759979.6429,4312829.166999999,8540.354331,Slickwater Linear Hybrid,83.54677744,474.1218821000001,293.4340869,24515.47235,139123.5215,0.176213713,5.674927227,2.0,110880,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,41.0,827816.7597,1428529.465,832291.8749,1427811.634,113.0603916
21889,21889,822637.4759,1429287.247,832700.9172,1427386.408,1145,9627.952756,33.0,786847.7857,4440347.687,8205.708661,Slickwater Linear Hybrid,81.72534761,461.1933398,291.75614410000003,23843.87229,134555.9905,0.177204093,5.643210501,2.0,110880,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,33.0,827974.9893,1428123.437,832663.7837,1427350.689,128.58675459999998
21890,21890,822647.0549,1429345.872,832743.0971,1428073.0769999998,1145,9684.055118,33.0,809073.0,4475160.693,8216.535433,Slickwater Linear Hybrid,83.54692225,462.1164004,293.4562157,24517.36364,135610.9301,0.1807919439999999,5.531219918,2.0,110880,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,31.0,827993.3165,1428882.469,832744.9005,1428073.5969999998,298.61229110000005
21901,21901,803997.5316,1584743.6530000002,795452.5511,1585466.604,1311,7010.826771999999,35.0,706793.3025,3755650.581,6632.874016,Slickwater Linear Hybrid,100.8145438,535.6929651,200.3093363,20194.09436,107304.3023,0.188194638,5.313647663999999,1.5,116136,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,45.0,798907.4497,1584879.944,795454.0067,1585467.4430000002,41.15476827
21903,21903,804000.6403,1584762.176,795591.8733,1586252.824,1311,7804.133858,35.0,706772.3725,3175872.992,6627.952756000001,Slickwater Only,90.56384543,406.9475292,222.9752531,20193.49636,90739.22833,0.222544281,4.493487741,1.5,116136,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,39.0,799435.709,1585559.0469999998,795591.9709999999,1586254.354,102.8571588
21906,21906,851875.0846,1448647.1409999998,857278.1053,1448039.065,1144,3809.055118,16.0,268591.5714,1847119.786,8569.88189,Slickwater Only,70.51396294,484.9286053,238.0659449,16786.97321,115444.9866,0.14541102,6.877057891000001,1.0,101134,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,42.0,855036.2876,1448400.642,857356.58,1448026.008,126.042083
21907,21907,860476.2059,1488114.354,868876.3508,1486545.449,1145,7561.023622,26.0,614049.0714,3324704.015,7892.716535,Slickwater Linear Hybrid,81.21242601,439.7161258,290.8086008,23617.27198,127873.2313,0.184692853,5.414394662,1.5,102110,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,27.0,865012.7435,1487192.185,868878.2594,1486543.396,171.96431230000002
21908,21908,860481.3004,1488145.175,868927.7918,1486856.664,1145,7324.80315,25.0,596858.0,3222341.999,7563.976378,Slickwater Linear Hybrid,81.48451062,439.92199280000006,292.992126,23874.32,128893.6799,0.185224908,5.398841933,1.5,102110,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,35.0,865278.9308,1487384.875,868927.9899,1486855.73,59.28572346
21909,21909,860485.8854,1488172.914,868927.7918,1486856.664,1145,7561.023622,26.0,606437.5714,3207136.4960000003,8187.992126,Slickwater Linear Hybrid,80.20575014,424.1669722,290.8086008,23324.52198,123351.4037,0.189090041,5.288485819,1.5,102110,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,27.0,865132.9167,1487471.437,868919.1537,1486829.3,193.6190776
21913,21913,809447.3171,1544175.611,798835.1837,1545300.221,1041,4095.472441,10.0,497142.8571,2138512.081,7409.448819,Slickwater Only,121.38840249999998,522.1649301,409.5472441,49714.28571,213851.2081,0.232471381,4.301604761,1.0,110607,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,55.0,803701.1462,1544520.58,798835.3569,1545298.1830000002,165.1547875
21915,21915,814942.9582,1467198.5869999998,807079.5283,1468758.1409999998,1311,6973.425197,35.0,714034.3115,3786046.086,7533.464567,Slickwater Linear Hybrid,102.3936289,542.9248868,199.2407199,20400.98033,108172.7453,0.188596307,5.30233075,1.5,115400,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,23.0,810658.1136,1468195.219,807079.061,1468758.494,100.1595393
21927,21927,842681.8523,1494714.646,851125.7593,1493789.967,1041,7738.188976,33.0,434803.5714,2398733.871,7961.614173000001,Slickwater Only,56.18931933,309.9864682,234.490575,13175.8658,72688.90518999999,0.181263781,5.516821913999999,1.5,112945,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,27.0,847323.933,1494446.919,851127.2192,1493789.754,108.4341154
21928,21928,828712.4376,1506755.493,820934.6647,1507628.81,1311,7037.401575,30.0,664395.6429,3311251.489,7663.385826999999,Slickwater Linear Hybrid,94.40922701,470.5218899,234.5800525,22146.52143,110375.0496,0.200647896,4.983854913,1.5,108034,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,86.0,824431.7323,1507072.356,820936.3863,1507632.455,58.912310700000006
21929,21929,828719.0822,1506795.5969999998,821051.7178,1508379.811,1311,7242.125984,30.0,664645.7143,3219737.998,7687.007874,Slickwater Linear Hybrid,91.77494505,444.5846434,241.4041995,22154.85714,107324.5999,0.2064285089999999,4.844292123,1.5,108034,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,57.0,824623.109,1507826.9840000002,821052.6966,1508380.773,87.03572776
21930,21930,828716.0155,1506777.0880000002,820993.4448,1508005.854,1311,6679.133858,29.0,642139.8571,3149956.987,7310.03937,Slickwater Linear Hybrid,96.14118698,471.6115973,230.3149606,22142.75369,108619.2065,0.203856707,4.905406435,1.5,108034,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,51.0,824509.7163,1507449.035,820995.7938,1508014.456,73.97620192
21931,21931,828468.3152,1507084.379,821170.3213,1509140.066,1311,7008.858268000001,30.0,664592.5714,3372242.522,7666.338583,Slickwater Linear Hybrid,94.82180207,481.1400649,233.6286089,22153.08571,112408.0841,0.197077336,5.074150189,1.5,112385,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,46.0,824717.4257,1508594.3280000002,821169.6264,1509154.005,115.0567638
21932,21932,817500.8024,1571496.575,825280.2196,1570738.976,1041,6796.259843000001,29.0,449543.7143,2669844.413,6956.692913,Slickwater Only,66.14575144,392.8402496000001,234.3537877,15501.50739,92063.60045,0.1683782439999999,5.939009552000001,1.5,101513,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,28.0,821902.9362,1571339.1519999998,825279.6992,1570738.4030000002,115.44049409999998
21933,21933,817494.0823,1571456.457,825212.4809999999,1570312.6090000002,1041,7031.496063,30.0,505020.7143,2660094.912,6645.669290999999,Slickwater Only,71.82265478,378.3113704,234.3832021,16834.02381,88669.83039,0.189850637,5.267298621,1.5,101513,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,36.0,821707.3442,1570935.733,825212.5363,1570312.611,115.8095417
21934,21934,828464.7371,1507062.784,821111.5288,1508763.025,1311,6591.535433,29.0,642710.3571,3280467.008,7318.897637999999,Slickwater Linear Hybrid,97.50540882,497.6787337,227.2943253,22162.42611,113119.552,0.1959203839999999,5.104114118,1.5,112385,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,48.0,824557.0904,1508236.736,821110.8174,1508764.43,51.82659532
21938,21938,861469.8685,1490935.89,871907.7151,1489405.947,1145,8683.070866,30.0,743160.0,4163827.644,7593.503937,Slickwater Linear Hybrid,85.58723192,479.5339931,289.4356955,24772.0,138794.2548,0.17848001,5.602868352000001,2.0,106373,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,64.0,867269.3194,1490072.259,871904.8377,1489407.1,85.53572752
21950,21950,862297.7059999999,1479568.98,852058.3876,1481429.996,1298,9234.251969,55.0,909570.7143,4353749.174,7713.582676999999,Slickwater Only,98.49966379,471.4782734,167.8954903,16537.64935,79159.07589,0.208916655,4.786597793,2.0,101684,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,26.0,856788.5652,1480627.035,852059.5535,1481431.343,106.8809689
21951,21951,856452.7792,1487569.729,863498.1182,1486658.7240000002,1298,6455.708661,39.0,910397.1429,3107796.981,7647.637795000001,Slickwater Only,141.0220304,481.402917,165.5309913,23343.51648,79687.10208,0.292939709,3.41367172,1.5,100910,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,115.0,860296.1543,1487087.9109999998,863495.59,1486658.552,46.3690548
21952,21952,856694.7763,1487494.904,850495.2083,1488348.386,1298,5352.362204999999,33.0,782388.5714,2880101.9460000005,8017.716535,Slickwater Only,146.17631269999998,538.0992234,162.1927941,23708.74459,87275.81654,0.271653082,3.681165665,1.0,117384,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,70.0,853173.4129,1487900.5280000002,850493.2712,1488351.205,90.16668062
21953,21953,856450.7643,1487535.229,863436.0076,1486260.575,1298,6289.370079,38.0,881873.5714,2637030.9080000003,8000.0,Slickwater Only,140.21651780000002,419.2837876,165.5097389,23207.19925,69395.55021,0.334419126,2.990259595,1.5,100910,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,100.0,860343.6962,1486758.93,863436.928,1486258.486,74.60715440000001
21956,21956,856269.9712,1486418.783,863290.8990000001,1485360.086,1298,6139.763779999999,39.0,941755.7143,3263665.005,7690.944881999999,Slickwater Only,153.3863106,531.5619822,157.4298405,24147.58242,83683.71807999999,0.2885577139999999,3.465511231,1.0,105334,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,55.0,860211.1685,1485803.498,863291.3331,1485360.906,65.95239116
21957,21957,856257.7248,1486366.9740000002,863231.8341,1485002.591,1298,6292.322835,40.0,896782.8571,2861238.443,8002.952756000001,Slickwater Only,142.52016,454.7189516,157.3080709,22419.57143,71530.96107,0.31342472,3.190558807,1.5,105334,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,40.0,860142.9103,1485467.5359999998,863231.8034,1485002.88,87.58334689
21958,21958,855808.4911,1483781.233,862937.1551,1482705.2980000002,1298,6167.322835,36.0,625374.6429,3029025.969,8047.244094,Slickwater Only,101.4013146,491.1411402,171.3145232,17371.51786,84139.61024,0.206460641,4.843538195,1.5,104322,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,23.0,859802.4322,1483245.531,862938.1535,1482705.986,113.8881129
21959,21959,855774.2808,1486966.1819999998,863330.084,1485619.553,1298,6980.314961,42.0,971703.5714,3593923.5560000003,7987.204723999999,Slickwater Only,139.2062646,514.8655292,166.1979753,23135.79932,85569.60848,0.270374023,3.698580166,1.5,100098,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,41.0,859966.7402,1486160.668,863331.2306,1485618.113,114.3095415
21960,21960,856272.6315,1486814.171,850390.7965,1487694.197,1298,5015.748031,31.0,703946.4286,3129264.484,8049.212598,Slickwater Only,140.3472471,623.8878956,161.7983236,22707.94931,100944.0156,0.2249558739999999,4.44531623,1.0,100962,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,55.0,852880.7915,1487257.0980000002,850389.2413,1487692.34,65.76191494
21961,21961,856513.4752,1486375.384,850333.2354,1487345.8169999998,1298,5654.527559,33.0,784845.0,2974450.46,7712.598425,Slickwater Only,138.79939430000002,526.0298812,171.34932,23783.18182,90134.86243,0.263862186,3.789857182,1.0,115659,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,125.0,853068.2951,1486960.95,850331.7436,1487346.326,63.98810514
21962,21962,856504.8174,1486322.9819999998,850280.7713,1487028.267,1298,5489.173228000001,33.0,759801.7857,2708206.919,8023.622047,Slickwater Only,138.4182561,493.3724637,166.3385827,23024.29654,82066.87634,0.280555293,3.5643597710000003,1.0,115659,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,89.0,852941.67,1486621.005,850278.2405,1487028.5969999998,26.67857556
